Date,MMWR_week,Location,Distributed,Dist_Per_100K,Administered,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus
2021-03-26,12,MD,3295620,54512,2532593,41891,0,53642,110601
2021-03-26,12,WI,2938835,50474,2654772,45596,0,58131,136236
2021-03-26,12,NC,5455090,52012,4343898,41417,0,52893,126174
2021-03-26,12,WA,4040730,53064,3251437,42698,0,54508,128901
2021-03-26,12,AK,568125,77661,389775,53281,0,69706,128690
2021-03-26,12,CO,3050950,52980,2443350,42429,0,54172,134089
2021-03-26,12,NM,1327385,63304,1162064,55420,0,71127,115036
2021-03-26,12,TN,3451160,50536,2416556,35386,0,45373,106894
2021-03-26,12,TX,14628545,50450,10420919,35939,0,48033,106616
2021-03-26,12,SC,2624505,50974,1969766,38257,0,48707,120307
2021-03-26,12,ME,757780,56374,639773,47595,0,58357,126466
2021-03-26,12,KY,2310035,51706,1924602,43078,0,55411,109005
2021-03-26,12,VT,379490,60817,296682,47546,0,58069,128102
2021-03-26,12,NY,10822735,55634,8194278,42122,0,53010,98335
2021-03-26,12,LA,2445770,52611,1793002,38569,0,50280,122363
2021-03-26,12,WV,1007855,56237,819288,45715,0,57049,113293
2021-03-26,12,CA,21520340,54465,16527440,41829,0,53816,125079
2021-03-26,12,MA,3846570,55808,3270796,47454,0,58896,123924
2021-03-26,12,NE,1062220,54912,857343,44321,0,58660,130535
2021-03-26,12,IA,1662335,52688,1402543,44454,0,57640,129160
2021-03-26,12,IL,6752455,53287,5412272,42711,0,54785,111360
2021-03-26,12,OK,2478355,62633,1790349,45245,0,59302,125771
2021-03-26,12,NV,1524590,49497,1243965,40386,0,52043,114937
2021-03-25,12,IN,3191470,47406,2540707,37740,0,49171,129859
2021-03-25,12,KS,1586255,54448,1140488,39147,0,51424,114874
2021-03-25,12,MT,603585,56474,463857,43401,0,55031,111799
2021-03-25,12,ND,423440,55565,369029,48425,0,63200,136648
2021-03-25,12,CA,20941290,53000,16062266,40651,0,52312,123315
2021-03-25,12,VT,374580,60030,290680,46584,0,56896,125774
2021-03-25,12,WA,3974140,52189,3170650,41637,0,53159,126884
2021-03-25,12,NJ,4684665,52742,3869393,43564,0,55525,102708
2021-03-25,12,WI,2923795,50216,2576727,44255,0,56434,134483
2021-03-25,12,MD,3256200,53860,2464830,40770,0,52211,108735
2021-03-25,12,NM,1297585,61883,1135178,54138,0,69497,112780
2021-03-25,12,AK,549315,75090,384503,52560,0,68786,128262
2021-03-25,12,TX,14200005,48972,10133617,34948,0,46711,104392
2021-03-25,12,WV,1007155,56198,793552,44279,0,55271,110457
2021-03-25,12,ID,863505,48320,678747,37981,0,50694,117098
2021-03-25,12,SD,563745,63725,445142,50318,0,66481,142766
2021-03-25,12,NH,710345,52242,566168,41639,0,51118,115695
2021-03-25,12,OK,2460515,62182,1753658,44318,0,58097,124632
2021-03-25,12,GA,5174215,48733,3434860,32351,0,42264,116676
2021-03-25,12,PA,6814805,53232,5325139,41596,0,52268,103245
2021-03-25,12,KY,2258935,50562,1876610,42004,0,54036,106756
2021-03-25,12,AL,2459980,50171,1579091,32205,0,41358,95920
2021-03-25,12,IA,1636025,51854,1369302,43400,0,56276,126462
2021-03-25,12,MO,3091485,50371,2276318,37089,0,47692,104159
2021-03-25,12,NE,1028490,53168,836012,43218,0,57203,127777
2021-03-25,12,NY,10599425,54486,7986362,41053,0,51668,96632
2021-03-25,12,DE,532845,54720,406635,41759,0,52738,122415
2021-03-25,12,MS,1557815,52343,1049528,35265,0,46034,103956
2021-03-25,12,MI,5114300,51210,3914742,39199,0,49867,110595
2021-03-25,12,VA,4298625,50362,3529449,41350,0,52733,109686
2021-03-25,12,CO,3006760,52212,2388899,41483,0,52971,132723
2021-03-25,12,NV,1511590,49075,1214518,39430,0,50814,113129
2021-03-25,12,FL,11575805,53897,8603007,40055,0,49814,127809
2021-03-25,12,ME,756610,56287,620556,46165,0,56603,123531
2021-03-25,12,IL,6697605,52854,5287852,41729,0,53530,109788
2021-03-25,12,SC,2511895,48787,1926363,37414,0,47639,118881
2021-03-25,12,TN,3262400,47772,2353612,34464,0,44195,105151
2021-03-25,12,NC,5321170,50735,4240056,40427,0,51639,124787
2021-03-25,12,MA,3773250,54744,3196050,46370,0,57556,121768
2021-03-25,12,WY,350735,60601,242919,41972,0,54490,121378
2021-03-25,12,LA,2411250,51868,1756494,37784,0,49259,121197
2021-03-25,12,CT,2097155,58821,1737160,48724,0,61127,140153
2021-03-25,12,UT,1476470,46054,1213732,37859,0,53160,126731
2021-03-25,12,RI,586305,55345,497475,46960,0,58122,129495
2021-03-25,12,AR,1576060,52225,1056307,35003,0,45500,95605
2021-03-25,12,MN,2850840,50550,2417606,42868,0,55650,126064
2021-03-25,12,OH,6190705,52961,4679419,40032,0,51304,117002
2021-03-25,12,OR,2165585,51345,1657083,39288,0,49299,95522
2021-03-25,12,HI,865280,61113,642642,45388,0,57460,92337
2021-03-25,12,AZ,3797605,52174,3106598,42681,0,54903,117416
2021-03-24,12,MN,2814760,49910,2380640,42213,0,54803,124584
2021-03-24,12,PA,6713715,52443,5290020,41322,0,51924,102858
2021-03-24,12,FL,11416495,53155,8396727,39095,0,48620,126054
2021-03-24,12,WA,3927360,51575,3108315,40819,0,52118,125168
2021-03-24,12,SD,546375,61761,436290,49317,0,65157,141278
2021-03-24,12,TX,14008165,48311,9841589,33941,0,45365,101900
2021-03-24,12,NV,1491350,48418,1185896,38501,0,49618,111632
2021-03-24,12,ID,848205,47464,666389,37290,0,49771,115737
2021-03-24,12,AK,540815,73928,379296,51849,0,67889,127886
2021-03-24,12,GA,4986855,46969,3362513,31670,0,41379,115712
2021-03-24,12,NY,10217925,52525,7836940,40285,0,50704,95355
2021-03-24,12,OR,2140945,50761,1626721,38569,0,48397,93908
2021-03-24,12,MS,1502835,50496,1025205,34447,0,44973,102417
2021-03-24,12,KY,2228035,49870,1838590,41153,0,52947,104910
2021-03-24,12,KS,1565335,53730,1115858,38302,0,50316,113085
2021-03-24,12,AR,1537720,50955,1032499,34214,0,44478,94094
2021-03-24,12,NM,1268025,60473,1111612,53014,0,68058,110622
2021-03-24,12,HI,832800,58819,632086,44643,0,56518,91137
2021-03-24,12,IL,6452075,50917,5177472,40858,0,52417,108360
2021-03-24,12,MA,3557950,51621,3131419,45432,0,56398,119678
2021-03-24,12,MD,3079020,50929,2409705,39858,0,51048,107083
2021-03-24,12,NH,680185,50024,554889,40809,0,50101,113374
2021-03-24,12,RI,567575,53577,488045,46070,0,57021,126834
2021-03-24,12,VT,355290,56939,286384,45896,0,56061,123960
2021-03-24,12,UT,1418890,44258,1178663,36765,0,51638,123577
2021-03-24,12,MT,589585,55164,455003,42572,0,53986,110237
2021-03-24,12,MO,3026395,49310,2229686,36329,0,46717,102551
2021-03-24,12,NC,5239330,49955,4167233,39733,0,50758,123839
2021-03-24,12,AZ,3734465,51307,3010048,41354,0,53199,114490
2021-03-24,12,AL,2403720,49024,1542416,31457,0,40401,94691
2021-03-24,12,WY,336475,58137,235424,40677,0,52816,119343
2021-03-24,12,WV,992855,55400,777941,43408,0,54189,108711
2021-03-24,12,CT,2070805,58082,1701298,47718,0,59866,138403
2021-03-24,12,OK,2393005,60476,1717541,43405,0,56910,123431
2021-03-24,12,TN,3222500,47187,2297569,33643,0,43146,103437
2021-03-24,12,NJ,4419385,49756,3781744,42577,0,54272,100802
2021-03-24,12,MI,5060850,50675,3841144,38462,0,48932,109415
2021-03-24,12,VA,4245195,49736,3469776,40651,0,51847,108495
2021-03-24,12,SC,2417045,46945,1889498,36698,0,46730,117543
2021-03-24,12,IA,1570955,49791,1346156,42666,0,55328,125298
2021-03-24,12,ND,412210,54091,363148,47653,0,62198,135448
2021-03-24,12,LA,2363200,50835,1725080,37108,0,48383,120228
2021-03-24,12,WI,2884825,49547,2516425,43219,0,55121,132908
2021-03-24,12,CO,2894980,50271,2344091,40705,0,51988,131862
2021-03-24,12,DE,512905,52672,397204,40791,0,51518,120794
2021-03-24,12,OH,5857825,50114,4582163,39200,0,50239,115480
2021-03-24,12,IN,3161270,46957,2488889,36970,0,48169,128557
2021-03-24,12,ME,715360,53218,599839,44624,0,54713,119691
2021-03-24,12,NE,1012960,52365,818325,42304,0,55996,125779
2021-03-24,12,CA,20489560,51856,15691888,39714,0,51111,121612
2021-03-23,12,OH,5828105,49859,4499814,38496,0,49337,114479
2021-03-23,12,NH,669085,49208,545500,40119,0,49253,111369
2021-03-23,12,TN,3154800,46196,2246032,32889,0,42181,101905
2021-03-23,12,MD,3030330,50124,2357211,38990,0,49941,105444
2021-03-23,12,NM,1253435,59778,1101603,52537,0,67458,109946
2021-03-23,12,SD,534435,60411,429022,48496,0,64074,139676
2021-03-23,12,HI,804790,56841,621720,43911,0,55593,90063
2021-03-23,12,NJ,4217315,47481,3636384,40940,0,52198,97788
2021-03-23,12,UT,1386490,43247,1155841,36053,0,50647,121692
2021-03-23,12,NY,9982845,51316,7695283,39557,0,49791,94193
2021-03-23,12,ND,410240,53833,360592,47318,0,61760,134928
2021-03-23,12,OR,2092775,49618,1606844,38097,0,47807,92545
2021-03-23,12,CA,19953070,50498,15349039,38846,0,50000,120215
2021-03-23,12,AR,1535620,50885,1012415,33548,0,43618,92679
2021-03-23,12,NC,4977220,47456,4092184,39017,0,49853,123027
2021-03-23,12,MN,2657880,47129,2353672,41734,0,54184,123706
2021-03-23,12,WY,324875,56133,235171,40634,0,52760,119261
2021-03-23,12,AZ,3584605,49248,2970577,40812,0,52502,113413
2021-03-23,12,FL,11287195,52553,8250717,38415,0,47775,124816
2021-03-23,12,IL,6373315,50295,5096694,40221,0,51602,107189
2021-03-23,12,AL,2275030,46399,1509445,30785,0,39539,93427
2021-03-23,12,DE,508195,52189,389157,39964,0,50477,119139
2021-03-23,12,KY,2214795,49574,1813786,40598,0,52236,103879
2021-03-23,12,MI,5015690,50223,3776838,37818,0,48116,108338
2021-03-23,12,MS,1441325,48429,1004562,33754,0,44071,101040
2021-03-23,12,ME,713860,53106,599693,44613,0,54700,119686
2021-03-23,12,CT,1975855,55419,1676905,47034,0,59007,137039
2021-03-23,12,LA,2296150,49392,1695779,36478,0,47563,119381
2021-03-23,12,SC,2342995,45506,1848117,35895,0,45709,115998
2021-03-23,12,MT,556965,52112,447693,41888,0,53123,109114
2021-03-23,12,RI,561005,52957,480045,45315,0,56087,124180
2021-03-23,12,CO,2789800,48445,2310425,40120,0,51251,130822
2021-03-23,12,WA,3897910,51188,3068976,40302,0,51462,124161
2021-03-23,12,TX,13186115,45476,9845182,33954,0,45386,102866
2021-03-23,12,VT,353420,56639,283052,45362,0,55415,122976
2021-03-23,12,KS,1462325,50195,1088988,37380,0,49108,111194
2021-03-23,12,IN,3132390,46528,2447336,36353,0,47366,127338
2021-03-23,12,AK,529765,72417,376555,51474,0,67405,127624
2021-03-23,12,WV,992755,55395,769358,42929,0,53596,107764
2021-03-23,12,MO,2872965,46811,2192811,35729,0,45947,101308
2021-03-23,12,VA,4121315,48284,3389780,39714,0,50662,106556
2021-03-23,12,IA,1539355,48790,1333747,42273,0,54820,124512
2021-03-23,12,PA,6337155,49501,5150999,40236,0,50561,100433
2021-03-23,12,NE,1004540,51930,804643,41596,0,55060,124704
2021-03-23,12,GA,4820525,45402,3281102,30903,0,40382,114401
2021-03-23,12,MA,3490490,50642,3066115,44485,0,55225,117508
2021-03-23,12,NV,1389160,45100,1170434,37999,0,48974,110775
2021-03-23,12,OK,2289845,57869,1682725,42526,0,55780,122472
2021-03-23,12,WI,2875615,49389,2480311,42599,0,54333,131630
2021-03-23,12,ID,821195,45952,656932,36760,0,49064,114595
2021-03-22,12,AL,2177880,44418,1479271,30170,0,38750,92130
2021-03-22,12,HI,766730,54152,614208,43380,0,54922,88930
2021-03-22,12,NJ,4147575,46695,3635504,40930,0,52186,97780
2021-03-22,12,NY,9586045,49277,7522949,38671,0,48680,92807
2021-03-22,12,IN,2964250,44031,2437519,36207,0,47176,127098
2021-03-22,12,MD,2866250,47410,2320073,38376,0,49157,104256
2021-03-22,12,WI,2614965,44912,2462081,42286,0,53937,131048
2021-03-22,12,TN,3145950,46066,2231739,32679,0,41914,101500
2021-03-22,12,WA,3586880,47103,3045597,39995,0,51072,123603
2021-03-22,12,IL,5909425,46634,5051382,39863,0,51146,106563
2021-03-22,12,AK,520685,71176,375590,51342,0,67233,127567
2021-03-22,12,MO,2849985,46436,2174546,35431,0,45567,100818
2021-03-22,12,MT,551325,51585,447675,41887,0,53121,109112
2021-03-22,12,PA,6257455,48879,4748613,37093,0,46614,92972
2021-03-22,12,NC,4932810,47033,4064069,38749,0,49514,122754
2021-03-22,12,CO,2684110,46609,2276660,39534,0,50514,129665
2021-03-22,12,CT,1899395,53275,1658338,46513,0,58354,136229
2021-03-22,12,VA,3820055,44755,3360330,39369,0,50224,105703
2021-03-22,12,AZ,3461245,47553,2942907,40432,0,52012,112605
2021-03-22,12,WV,939515,52424,764903,42681,0,53290,107156
2021-03-22,12,GA,4553155,42884,3280952,30902,0,40380,114398
2021-03-22,12,NM,1183825,56458,1098197,52374,0,67255,109691
2021-03-22,12,TX,12613635,43501,9734465,33572,0,44877,102259
2021-03-22,12,FL,10691345,49779,8191294,38139,0,47432,124325
2021-03-22,12,MS,1418475,47661,1002292,33677,0,43973,100914
2021-03-22,12,NV,1348650,43785,1164939,37821,0,48745,110464
2021-03-22,12,DE,486095,49919,389157,39964,0,50477,119139
2021-03-22,12,NE,941420,48667,797409,41222,0,54567,123908
2021-03-22,12,AR,1466950,48610,1008575,33421,0,43453,92469
2021-03-22,12,SD,520635,58851,428076,48389,0,63934,139618
2021-03-22,12,UT,1321750,41228,1137511,35481,0,49848,120109
2021-03-22,12,MI,4543010,45490,3747788,37527,0,47746,107771
2021-03-22,12,OH,5540795,47401,4447020,38044,0,48760,113905
2021-03-22,12,MA,3321910,48196,3032996,44004,0,54631,116426
2021-03-22,12,KY,2072685,46393,1797605,40236,0,51774,103220
2021-03-22,12,SC,2235235,43413,1834965,35639,0,45386,115600
2021-03-22,12,RI,513495,48472,469205,44291,0,54822,120968
2021-03-22,12,ME,679570,50555,595845,44327,0,54349,118977
2021-03-22,12,ND,390610,51257,360501,47306,0,61745,134916
2021-03-22,12,ID,785375,43948,650437,36397,0,48579,113592
2021-03-22,12,IA,1482225,46979,1324891,41992,0,54457,123848
2021-03-22,12,NH,651805,47937,537577,39536,0,48540,110058
2021-03-22,12,CA,18875980,47773,15050673,38091,0,49034,119071
2021-03-22,12,OK,2239195,56589,1674556,42319,0,55511,122265
2021-03-22,12,OR,1934665,45870,1584449,37566,0,47143,90733
2021-03-22,12,WY,314015,54257,221452,38263,0,49691,115635
2021-03-22,12,VT,342960,54963,277420,44459,0,54318,120516
2021-03-22,12,KS,1450815,49799,1081274,37115,0,48761,110761
2021-03-22,12,LA,2164470,46560,1688633,36324,0,47364,119195
2021-03-22,12,MN,2551740,45247,2340900,41508,0,53892,123338
2021-03-21,12,MS,1418475,47661,996498,33483,0,43720,100510
2021-03-21,12,NC,4932810,47033,4002867,38166,0,48775,122184
2021-03-21,12,WY,314015,54257,221336,38243,0,49667,115628
2021-03-21,12,LA,2164470,46560,1664443,35804,0,46691,118547
2021-03-21,12,MT,551325,51585,443030,41452,0,52572,108144
2021-03-21,12,TN,3145950,46066,2198555,32194,0,41292,100588
2021-03-21,12,UT,1321750,41228,1137351,35476,0,49841,120107
2021-03-21,12,CT,1899395,53275,1623090,45525,0,57114,134057
2021-03-21,12,ID,785375,43948,639606,35791,0,47770,111990
2021-03-21,12,DE,486095,49919,382342,39264,0,49594,118177
2021-03-21,12,IA,1482225,46979,1302395,41279,0,53534,122287
2021-03-21,12,NJ,4147575,46695,3581686,40324,0,51417,96782
2021-03-21,12,NH,651805,47937,529948,38975,0,47850,108726
2021-03-21,12,NY,9586045,49277,7371644,37894,0,47705,91627
2021-03-21,12,MA,3321910,48196,2972826,43131,0,53551,114571
2021-03-21,12,AR,1466950,48610,999488,33120,0,43063,91870
2021-03-21,12,MN,2551740,45247,2306429,40897,0,53101,122323
2021-03-21,12,OH,5540795,47401,4364513,37338,0,47855,112738
2021-03-21,12,AK,520685,71176,372435,50911,0,66672,127294
2021-03-21,12,NE,941420,48667,775509,40090,0,53077,122762
2021-03-21,12,WA,3586880,47103,2972560,39036,0,49854,121774
2021-03-21,12,NV,1348650,43785,1145354,37185,0,47926,109500
2021-03-21,12,AL,2177880,44418,1472666,30035,0,38578,91897
2021-03-21,12,IL,5909425,46634,4960792,39148,0,50233,105475
2021-03-21,12,ND,390610,51257,357236,46878,0,61187,134444
2021-03-21,12,VA,3820055,44755,3309153,38769,0,49463,104131
2021-03-21,12,KY,2072685,46393,1762745,39456,0,50775,102002
2021-03-21,12,MO,2849985,46436,2143727,34929,0,44922,99470
2021-03-21,12,IN,2964250,44031,2406866,35751,0,46583,126291
2021-03-21,12,MD,2866250,47410,2287975,37845,0,48480,103082
2021-03-21,12,VT,342960,54963,274187,43941,0,53685,119320
2021-03-21,12,WV,939515,52424,763619,42609,0,53200,106919
2021-03-21,12,AZ,3461245,47553,2893024,39746,0,51133,111132
2021-03-21,12,CO,2684110,46609,2250372,39078,0,49931,128810
2021-03-21,12,ME,679570,50555,558351,41537,0,50929,111889
2021-03-21,12,FL,10691345,49779,8186888,38118,0,47406,124293
2021-03-21,12,SD,520635,58851,424806,48019,0,63452,139059
2021-03-21,12,GA,4553155,42884,3207887,30213,0,39486,113380
2021-03-21,12,OK,2239195,56589,1652639,41765,0,54789,121544
2021-03-21,12,WI,2614965,44912,2422908,41613,0,53086,129799
2021-03-21,12,SC,2235235,43413,1793297,34830,0,44358,114194
2021-03-21,12,OR,1934665,45870,1560983,37010,0,46444,88969
2021-03-21,12,CA,18875980,47773,14708175,37224,0,47924,117704
2021-03-21,12,TX,12613635,43501,9611867,33149,0,44317,101518
2021-03-21,12,HI,766730,54152,610517,43120,0,54592,88314
2021-03-21,12,KS,1450815,49799,1072867,36826,0,48383,109910
2021-03-21,12,NM,1183825,56458,1085158,51752,0,66463,108558
2021-03-21,12,RI,513495,48472,454586,42911,0,53115,116388
2021-03-21,12,MI,4543010,45490,3681378,36862,0,46902,106371
2021-03-21,12,PA,6257455,48879,4639971,36244,0,45550,91266
2021-03-20,11,IN,2964250,44031,2360942,35069,0,45694,125031
2021-03-20,11,SC,2235235,43413,1745511,33902,0,43180,112753
2021-03-20,11,VA,3820055,44755,3243652,38002,0,48488,102466
2021-03-20,11,KY,2072685,46393,1713059,38343,0,49349,100004
2021-03-20,11,KS,1450815,49799,1035916,35558,0,46720,106379
2021-03-20,11,CA,18875980,47773,14276125,36131,0,46522,115750
2021-03-20,11,CT,1899395,53275,1586484,44498,0,55826,131680
2021-03-20,11,UT,1321750,41228,1070976,33406,0,46939,113933
2021-03-20,11,AK,520685,71176,362698,49580,0,64998,126674
2021-03-20,11,IA,1482225,46979,1265775,40119,0,52030,119518
2021-03-20,11,AL,2177880,44418,1460782,29793,0,38267,91400
2021-03-20,11,NH,651805,47937,514422,37833,0,46452,105666
2021-03-20,11,MO,2849985,46436,2087816,34018,0,43754,97490
2021-03-20,11,AZ,3461245,47553,2825939,38825,0,49953,109183
2021-03-20,11,OH,5540795,47401,4240062,36274,0,46492,110845
2021-03-20,11,LA,2164470,46560,1629437,35051,0,45713,117446
2021-03-20,11,VT,342960,54963,266120,42648,0,52106,115907
2021-03-20,11,NM,1183825,56458,1060171,50561,0,64945,106174
2021-03-20,11,WY,314015,54257,220993,38184,0,49591,115598
2021-03-20,11,MN,2551740,45247,2244149,39792,0,51670,120113
2021-03-20,11,RI,513495,48472,440476,41579,0,51469,113068
2021-03-20,11,NJ,4147575,46695,3514899,39572,0,50463,95492
2021-03-20,11,MA,3321910,48196,2909219,42208,0,52409,112602
2021-03-20,11,IL,5909425,46634,4826260,38087,0,48874,103295
2021-03-20,11,ID,785375,43948,622341,34825,0,46481,109936
2021-03-20,11,NE,941420,48667,755802,39071,0,51731,121733
2021-03-20,11,DE,486095,49919,372165,38219,0,48276,116180
2021-03-20,11,TN,3145950,46066,2141857,31363,0,40230,98889
2021-03-20,11,ME,679570,50555,557814,41497,0,50880,111840
2021-03-20,11,ND,390610,51257,350706,46021,0,60068,132746
2021-03-20,11,WA,3586880,47103,2889480,37945,0,48468,119622
2021-03-20,11,MD,2866250,47410,2194556,36300,0,46508,99875
2021-03-20,11,OK,2239195,56589,1616226,40845,0,53598,120489
2021-03-20,11,WV,939515,52424,756418,42207,0,52705,106326
2021-03-20,11,SD,520635,58851,414458,46849,0,61915,136468
2021-03-20,11,MS,1418475,47661,972123,32664,0,42654,99037
2021-03-20,11,MT,551325,51585,433315,40543,0,51423,106380
2021-03-20,11,HI,766730,54152,599643,42351,0,53625,86822
2021-03-20,11,PA,6257455,48879,4637450,36224,0,45525,91224
2021-03-20,11,GA,4553155,42884,3113334,29323,0,38326,112034
2021-03-20,11,WI,2614965,44912,2343615,40251,0,51356,127337
2021-03-20,11,OR,1934665,45870,1523965,36132,0,45345,86305
2021-03-20,11,FL,10691345,49779,7977789,37144,0,46196,122280
2021-03-20,11,AR,1466950,48610,974973,32307,0,42009,90282
2021-03-20,11,CO,2684110,46609,2188145,37997,0,48555,126571
2021-03-20,11,NC,4932810,47033,3903284,37216,0,47568,121101
2021-03-20,11,TX,12613635,43501,9428516,32517,0,43476,100397
2021-03-20,11,NV,1348650,43785,1116221,36239,0,46708,107645
2021-03-20,11,MI,4543010,45490,3589255,35940,0,45730,104480
2021-03-20,11,NY,9586045,49277,7185757,36938,0,46506,90206
2021-03-19,11,NV,1334610,43329,1086559,35276,0,45469,105854
2021-03-19,11,RI,511025,48239,425397,40156,0,49707,108696
2021-03-19,11,NJ,4087515,46019,3431096,38629,0,49263,93671
2021-03-19,11,TX,12580115,43386,9237352,31857,0,42597,99127
2021-03-19,11,CA,18487510,46789,13882984,35136,0,45246,113887
2021-03-19,11,KS,1446035,49635,997844,34251,0,45004,101779
2021-03-19,11,IL,5818585,45918,4683361,36959,0,47431,100840
2021-03-19,11,DE,477905,49078,362023,37178,0,46962,114208
2021-03-19,11,ME,666270,49566,557469,41472,0,50848,111763
2021-03-19,11,SD,511665,57838,403411,45601,0,60266,133220
2021-03-19,11,FL,10646775,49571,7684142,35777,0,44497,119441
2021-03-19,11,TN,3074370,45018,2093850,30660,0,39331,97430
2021-03-19,11,ID,759635,42507,603043,33745,0,45040,107329
2021-03-19,11,UT,1310050,40863,1070231,33383,0,46906,113881
2021-03-19,11,WI,2577425,44267,2271149,39007,0,49773,124505
2021-03-19,11,KY,2022815,45277,1668125,37338,0,48059,98289
2021-03-19,11,OH,5416165,46335,4124492,35285,0,45225,108975
2021-03-19,11,AL,2141210,43670,1426696,29097,0,37375,89824
2021-03-19,11,MN,2546560,45155,2180483,38664,0,50207,117163
2021-03-19,11,AR,1407320,46634,952919,31577,0,41067,89176
2021-03-19,11,NY,9345475,48040,7004762,36008,0,45337,88769
2021-03-19,11,LA,2118260,45566,1587368,34146,0,44536,115885
2021-03-19,11,MT,537955,50334,422946,39573,0,50194,104619
2021-03-19,11,MO,2832415,46150,2033873,33139,0,42625,95667
2021-03-19,11,NM,1176105,56090,1031202,49179,0,63172,103476
2021-03-19,11,IN,2888280,42902,2304432,34230,0,44601,123383
2021-03-19,11,NH,627805,46172,500911,36840,0,45232,103012
2021-03-19,11,ND,390610,51257,340554,44688,0,58345,130443
2021-03-19,11,GA,4482955,42223,2910835,27416,0,35839,108422
2021-03-19,11,PA,6017065,47001,4612975,36033,0,45285,90914
2021-03-19,11,WV,886275,49453,732433,40869,0,51050,104392
2021-03-19,11,HI,766430,54131,587465,41491,0,52538,84797
2021-03-19,11,OK,2228465,56317,1585046,40057,0,52575,119548
2021-03-19,11,NE,941320,48662,754880,39024,0,51668,121654
2021-03-19,11,SC,2210865,42940,1723604,33476,0,42638,111950
2021-03-19,11,VT,333720,53482,259165,41534,0,50747,113009
2021-03-19,11,CT,1884695,52862,1551481,43516,0,54594,129026
2021-03-19,11,MS,1393855,46834,948679,31876,0,41628,97405
2021-03-19,11,OR,1884355,44677,1483419,35171,0,44139,83258
2021-03-19,11,WY,311575,53835,220735,38139,0,49533,115504
2021-03-19,11,AK,514835,70376,356055,48672,0,63825,126073
2021-03-19,11,IA,1452225,46028,1225964,38857,0,50394,115680
2021-03-19,11,MA,3314010,48081,2837941,41174,0,51128,110204
2021-03-19,11,MI,4429550,44354,3484418,34890,0,44397,102138
2021-03-19,11,WA,3557430,46717,2823446,37078,0,47364,117678
2021-03-19,11,MD,2832620,46854,2190923,36239,0,46431,99801
2021-03-19,11,NC,4765300,45435,3813176,36357,0,46476,120085
2021-03-19,11,CO,2669970,46364,2080284,36124,0,46165,122172
2021-03-19,11,AZ,3444465,47322,2760907,37931,0,48804,107063
2021-03-19,11,VA,3748925,43921,3165336,37084,0,47321,100511
2021-03-18,11,SC,2177975,42301,1686210,32750,0,41715,110606
2021-03-18,11,IN,2861620,42506,2252443,33458,0,43595,121690
2021-03-18,11,MO,2666685,43450,1989274,32412,0,41691,93981
2021-03-18,11,MN,2527550,44818,2119439,37581,0,48805,114801
2021-03-18,11,NH,622005,45745,489626,36010,0,44214,100269
2021-03-18,11,AZ,3325025,45681,2755436,37856,0,48708,106919
2021-03-18,11,MI,4386080,43919,3396328,34008,0,43275,100004
2021-03-18,11,ND,385630,50603,330516,43371,0,56630,128428
2021-03-18,11,NC,4708400,44893,3724856,35515,0,45406,118767
2021-03-18,11,MS,1367555,45950,940902,31615,0,41289,96944
2021-03-18,11,VA,3685785,43182,3091883,36224,0,46227,98390
2021-03-18,11,ID,735815,41174,586497,32819,0,43804,104868
2021-03-18,11,MD,2791910,46180,2130973,35248,0,45165,97726
2021-03-18,11,GA,4403365,41473,2906563,27375,0,35786,108355
2021-03-18,11,NE,895430,46290,731885,37835,0,50095,117910
2021-03-18,11,MT,531005,49683,414258,38760,0,49166,102947
2021-03-18,11,IL,5739945,45297,4584510,36179,0,46431,98878
2021-03-18,11,TX,12256425,42270,9055037,31229,0,41759,97967
2021-03-18,11,TN,2981120,43653,2054500,30084,0,38594,96183
2021-03-18,11,WY,300485,51919,214050,36984,0,48036,113413
2021-03-18,11,PA,5956125,46525,4591687,35867,0,45077,90603
2021-03-18,11,WI,2548695,43774,2210128,37959,0,48440,121749
2021-03-18,11,NV,1324080,42987,1062287,34488,0,44455,104464
2021-03-18,11,SD,503745,56942,392994,44423,0,58708,129461
2021-03-18,11,MA,3270160,47445,2773542,40240,0,49970,108027
2021-03-18,11,KY,2000045,44767,1619517,36250,0,46662,95857
2021-03-18,11,WA,3474360,45626,2763105,36286,0,46354,115781
2021-03-18,11,WV,879775,49091,709770,39604,0,49478,102314
2021-03-18,11,ME,666270,49566,528977,39352,0,48249,105544
2021-03-18,11,FL,10234515,47652,7522691,35026,0,43562,117771
2021-03-18,11,KS,1389085,47681,959395,32931,0,43271,97822
2021-03-18,11,IA,1429895,45321,1182560,37481,0,48610,111580
2021-03-18,11,CA,18024930,45619,13563094,34326,0,44208,112154
2021-03-18,11,AK,509025,69582,351093,47993,0,62962,125591
2021-03-18,11,OK,2201825,55644,1551665,39213,0,51484,118579
2021-03-18,11,VT,329210,52759,252439,40456,0,49431,110252
2021-03-18,11,AL,2118650,43210,1390066,28350,0,36416,88037
2021-03-18,11,DE,474605,48739,354571,36412,0,45997,112676
2021-03-18,11,AR,1359410,45046,929862,30813,0,40078,88094
2021-03-18,11,CO,2644500,45922,2029213,35237,0,45034,120110
2021-03-18,11,CT,1820525,51063,1514945,42492,0,53308,126166
2021-03-18,11,OR,1873825,44427,1433105,33978,0,42641,78828
